pos,pos_group,token_str,term_str
JJ,JJ,phylogenetic,phylogenetic
NNS,NN,data,data
TO,TO,to,to
DT,DT,the,the
NN,NN,study,study
IN,IN,of,of
NN,NN,community,community
NN,NN,assembly,assembly
CC,CC,and,and
NNS,NN,dynamics,dynamics
VBG,VB,including,including
DT,DT,the,the
NN,NN,role,role
IN,IN,of,of
IN,IN,in,in
JJ,JJ,situ,situ
NN,NN,adaptation,adaptation
CC,CC,or,or
NN,NN,speciation,speciation
FW,FW,vs.,vs
NN,NN,dispersal,dispersal
IN,IN,in,in
NN,NN,community,community
RB,RB,assembly,assembly
DT,DT,the,the
JJ,JJ,temporal,temporal
NN,NN,sequence,sequence
IN,IN,of,of
NNS,NN,species,species
NNS,NN,interactions,interactions
CC,CC,and,and
DT,DT,the,the
NN,NN,role,role
IN,IN,of,of
JJ,JJ,abiotic,abiotic
CC,CC,and,and
JJ,JJ,biotic,biotic
NNS,NN,factors,factors
IN,IN,in,in
NN,NN,diversification,diversification
IN,IN,of,of
JJ,JJ,specific,specific
NNS,NN,lineages,lineages
RB,RB,Importantly,importantly
DT,DT,this,this
VBZ,VB,requires,requires
JJR,JJ,denser,denser
RBR,RB,voucher,voucher
NN,NN,sampling,sampling
IN,IN,of,of
NNS,NN,specimens,specimens
WDT,WD,which,which
IN,IN,in,in
NN,NN,turn,turn
MD,MD,will,will
VB,VB,lead,lead
TO,TO,to,to
VB,VB,denser,denser
NNS,NN,phylogenies,phylogenies
JJR,JJ,better,better
NNS,NN,estimates,estimates
IN,IN,of,of
NNS,NN,species,species
NNS,NN,boundaries,boundaries
IN,IN,under,under
NNS,NN,multi-species,multispecies
JJ,JJ,coalescent,coalescent
NNS,NN,approaches,approaches
CC,CC,and,and
VBG,VB,tackling,tackling
DT,DT,the,the
JJ,JJ,common,common
NN,NN,problem,problem
IN,IN,of,of
JJ,JJ,cryptic,cryptic
NNS,NN,species,species
IN,IN,By,by
VBG,VB,adopting,adopting
DT,DT,a,a
RBR,RB,more,more
JJ,JJ,historical,historical
NN,NN,focus,focus
NN,NN,community,community
NN,NN,ecology,ecology
NNS,NN,methods,methods
VBP,VB,are,are
RB,RB,explicitly,explicitly
VBG,VB,trying,trying
TO,TO,to,to
VB,VB,reconstruct,reconstruct
DT,DT,the,the
NN,NN,sequence,sequence
IN,IN,of,of
NNS,NN,events,events
VBG,VB,leading,leading
TO,TO,to,to
JJ,JJ,modern-day,modernday
NNS,NN,communities,communities
JJ,JJ,such,such
IN,IN,as,as
DT,DT,the,the
JJ,JJ,island-like,islandlike
NNS,NN,patches,patches
IN,IN,of,of
NN,NN,white-sand,whitesand
NNS,NN,savannas,savannas
IN,IN,in,in
NNP,NN,Amazonia,amazonia
DT,DT,These,these
NNS,NN,approaches,approaches
VBP,VB,relax,relax
DT,DT,the,the
NN,NN,assumption,assumption
IN,IN,of,of
JJ,JJ,ecological,ecological
NN,NN,neutrality,neutrality
CC,CC,and,and
VB,VB,focus,focus
IN,IN,on,on
DT,DT,the,the
JJ,JJ,distinctive,distinctive
NNS,NN,properties,properties
IN,IN,of,of
JJ,JJ,individual,individual
NNS,NN,lineages,lineages
JJ,JJ,historical,historical
NN,NN,contingency,contingency
CC,CC,and,and
NNS,NN,particularities,particularities
IN,IN,of,of
JJ,JJ,present-day,presentday
NNS,NN,outcomes,outcomes
IN,IN,In,in
PRP$,PR,their,their
RBS,RB,most,most
JJ,JJ,recent,recent
NNS,NN,forms,forms
DT,DT,these,these
NNS,NN,models,models
VBP,VB,incorporate,incorporate
JJ,JJ,ecological,ecological
NNS,NN,parameters,parameters
JJ,JJ,such,such
IN,IN,as,as
NN,NN,competition,competition
CC,CC,and,and
NNS,NN,species,species
NNS,NN,interactions,interactions
CC,CC,or,or
NN,NN,landscape,landscape
NNS,NN,dynamics,dynamics
DT,DT,The,the
JJ,JJ,original,original
NNS,NN,goals,goals
IN,IN,of,of
NN,NN,community,community
NN,NN,ecology,ecology
IN,IN,as,as
VBN,VB,established,established
IN,IN,in,in
DT,DT,the,the
JJ,JJ,early,early
JJ,JJ,20th,20th
NN,NN,century,century
VBD,VB,were,were
TO,TO,to,to
VB,VB,predict,predict
NNS,NN,species,species
NNS,NN,distributions,distributions
CC,CC,and,and
NNS,NN,abundances,abundances
NNS,NN,species,species
NN,NN,richness,richness
CC,CC,and,and
NN,NN,equitability,equitability
NN,NN,community,community
NN,NN,productivity,productivity
NN,NN,food,food
NN,NN,web,web
NN,NN,structure,structure
JJ,JJ,predator-prey,predatorprey
NNS,NN,dynamics,dynamics
NN,NN,succession,succession
CC,CC,and,and
NN,NN,community,community
RB,RB,assembly,assembly
RB,RB,However,however
DT,DT,this,this
NN,NN,discipline,discipline
VBZ,VB,has,has
RB,RB,not,not
RB,RB,yet,yet
VBN,VB,succeeded,succeeded
IN,IN,in,in
VBG,VB,meeting,meeting
JJS,JJ,most,most
IN,IN,of,of
DT,DT,these,these
NNS,NN,goals,goals
DT,DT,The,the
NNS,NN,reasons,reasons
VBP,VB,are,are
JJ,JJ,many,many
CC,CC,but,but
MD,MD,may,may
VB,VB,be,be
RB,RB,especially,especially
VBN,VB,associated,associated
TO,TO,to,to
DT,DT,the,the
JJ,JJ,non-equilibrium,nonequilibrium
NN,NN,condition,condition
IN,IN,of,of
JJS,JJ,most,most
JJ,JJ,local,local
NNS,NN,assemblages,assemblages
IN,IN,in,in
WDT,WD,which,which
DT,DT,the,the
NNS,NN,effects,effects
IN,IN,of,of
JJ,JJ,historical,historical
NNS,NN,contingencies,contingencies
IN,IN,of,of
NN,NN,dispersal,dispersal
NNS,NN,extirpations,extirpations
CC,CC,and,and
JJ,JJ,other,other
JJ,JJ,stochastic,stochastic
NNS,NN,processes,processes
IN,IN,override,override
DT,DT,the,the
NN,NN,equilibrium,equilibrium
NNS,NN,expectations,expectations
VBN,VB,generated,generated
IN,IN,by,by
JJ,JJ,local,local
JJ,JJ,functional,functional
NNS,NN,processes,processes
JJ,JJ,such,such
IN,IN,as,as
NN,NN,predation,predation
CC,CC,and,and
NN,NN,competition,competition
IN,IN,In,in
JJ,JJ,other,other
NNS,NN,words,words
DT,DT,the,the
NNS,NN,species,species
NN,NN,composition,composition
CC,CC,and,and
NN,NN,equitability,equitability
IN,IN,of,of
JJS,JJ,most,most
JJ,JJ,local,local
NNS,NN,assemblages,assemblages
VBP,VB,are,are
RBR,RB,more,more
RB,RB,strongly,strongly
VBN,VB,governed,governed
IN,IN,by,by
JJ,JJ,regional,regional
CC,CC,and,and
JJ,JJ,historical,historical
NNS,NN,factors,factors
IN,IN,than,than
IN,IN,by,by
JJ,JJ,local,local
JJ,JJ,ecological,ecological
NNS,NN,interactions,interactions
DT,DT,The,the
JJ,JJ,regional,regional
NNS,NN,species,species
NN,NN,pool,pool
JJ,JJ,light,light
NN,NN,gray,gray
NN,NN,box,box
VBZ,VB,is,is
VBN,VB,defined,defined
IN,IN,as,as
DT,DT,the,the
NN,NN,sum,sum
IN,IN,of,of
PDT,PD,all,all
DT,DT,the,the
JJ,JJ,local,local
NNS,NN,species,species
NNS,NN,assemblages,assemblages
NN,NN,darker,darker
NN,NN,gray,gray
NN,NN,box,box
NNP,NN,Black,black
VBZ,VB,arrows,arrows
VBP,VB,indicate,indicate
NNS,NN,processes,processes
WDT,WD,that,that
VBP,VB,increase,increase
NNS,NN,species,species
NN,NN,richness,richness
JJ,JJ,red,red
NNS,NN,arrows,arrows
VBZ,VB,processes,processes
IN,IN,that,that
VB,VB,reduce,reduce
NNS,NN,species,species
NN,NN,richness,richness
VB,VB,Note,note
DT,DT,the,the
JJ,JJ,hierarchical,hierarchical
NN,NN,organization,organization
IN,IN,of,of
NNS,NN,processes,processes
VBG,VB,resulting,resulting
IN,IN,in,in
NNS,NN,species,species
NN,NN,richness,richness
IN,IN,with,with
JJ,JJ,evolutionary,evolutionary
NNS,NN,processes,processes
VBG,VB,occurring,occurring
IN,IN,over,over
JJ,JJ,regional,regional
TO,TO,to,to
JJ,JJ,continental,continental
JJ,JJ,spatiotemporal,spatiotemporal
NNS,NN,scales,scales
CC,CC,and,and
JJ,JJ,ecological,ecological
NNS,NN,processes,processes
VBG,VB,occurring,occurring
IN,IN,over,over
JJ,JJ,local,local
NNS,NN,scales,scales
NN,NN,Speciation,speciation
CC,CC,and,and
VB,VB,dispersal,dispersal
JJ,JJ,contribute,contribute
JJ,JJ,new,new
NNS,NN,species,species
TO,TO,to,to
DT,DT,the,the
JJ,JJ,regional,regional
NN,NN,pool,pool
IN,IN,while,while
NN,NN,extinction,extinction
VBZ,VB,removes,removes
NNS,NN,species,species
NNP,NN,Dispersal,dispersal
VBN,VB,mediated,mediated
IN,IN,by,by
JJ,JJ,abiotic,abiotic
NN,NN,habitat,habitat
NN,NN,filtering,filtering
CC,CC,and,and
JJ,JJ,biotic,biotic
NN,NN,facilitation,facilitation
VB,VB,increase,increase
DT,DT,the,the
NN,NN,richness,richness
IN,IN,of,of
JJ,JJ,local,local
NNS,NN,assemblages,assemblages
IN,IN,by,by
VBG,VB,enhancing,enhancing
NN,NN,establishment,establishment
IN,IN,of,of
NNS,NN,species,species
VBN,VB,preadapted,preadapted
TO,TO,to,to
JJ,JJ,local,local
NNS,NN,conditions,conditions
CC,CC,or,or
VBG,VB,aiding,aiding
IN,IN,in,in
DT,DT,the,the
NN,NN,establishment,establishment
IN,IN,of,of
JJ,JJ,other,other
NNS,NN,species,species
JJ,JJ,Biotic,biotic
NNS,NN,interactions,interactions
JJ,JJ,such,such
IN,IN,as,as
NN,NN,predation,predation
CC,CC,and,and
NN,NN,competition,competition
MD,MD,may,may
VB,VB,serve,serve
TO,TO,to,to
VB,VB,reduce,reduce
JJ,JJ,local,local
NN,NN,richness,richness
NNP,NN,Diagram,diagram
VBD,VB,modified,modified
IN,IN,from,from
CC,CC,and,and
DT,DT,This,this
NN,NN,crisis,crisis
IN,IN,in,in
NN,NN,community,community
NN,NN,ecology,ecology
VBZ,VB,has,has
VBN,VB,fueled,fueled
DT,DT,the,the
NN,NN,rise,rise
IN,IN,of,of
JJ,JJ,alternative,alternative
JJ,JJ,functionally-neutral,functionallyneutral
NNS,NN,theories,theories
IN,IN,like,like
DT,DT,the,the
NNP,NN,NTBB,ntbb
CC,CC,and,and
DT,DT,the,the
NN,NN,metacommunity,metacommunity
NN,NN,theory,theory
RB,RB,However,however
JJ,JJ,neutral,neutral
NNS,NN,theories,theories
VBP,VB,have,have
RB,RB,also,also
VBN,VB,been,been
VBN,VB,criticized,criticized
IN,IN,for,for
PRP$,PR,their,their
JJ,JJ,simplistic,simplistic
NNS,NN,assumptions,assumptions
CC,CC,and,and
NN,NN,lack,lack
IN,IN,of,of
JJ,JJ,predictive,predictive
NN,NN,power,power
IN,IN,under,under
DT,DT,the,the
JJ,JJ,non-neutral,nonneutral
NNS,NN,conditions,conditions
RB,RB,frequently,frequently
VBN,VB,observed,observed
IN,IN,in,in
NN,NN,nature,nature
IN,IN,In,in
JJ,JJ,general,general
DT,DT,the,the
NN,NN,field,field
IN,IN,of,of
NN,NN,community,community
NN,NN,ecology,ecology
VBZ,VB,appears,appears
TO,TO,to,to
VB,VB,be,be
JJ,JJ,ripe,ripe
IN,IN,for,for
DT,DT,a,a
NN,NN,paradigm,paradigm
NN,NN,shift,shift
IN,IN,While,while
JJ,JJ,many,many
NNS,NN,studies,studies
VBN,VB,conducted,conducted
IN,IN,at,at
JJ,JJ,continental,continental
TO,TO,to,to
JJ,JJ,global,global
NNS,NN,scales,scales
VBP,VB,aim,aim
TO,TO,to,to
VB,VB,test,test
JJ,JJ,broad,broad
NNS,NN,hypotheses,hypotheses
IN,IN,about,about
NNS,NN,drivers,drivers
IN,IN,of,of
NN,NN,biodiversity,biodiversity
NNS,NN,gradients,gradients
NNS,NN,others,others
VBP,VB,rely,rely
IN,IN,on,on
NNS,NN,analyses,analyses
IN,IN,of,of
JJ,JJ,region-wide,regionwide
NN,NN,field,field
NNS,NN,data,data
VBD,VB,collected,collected
IN,IN,over,over
NNS,NN,decades,decades
DT,DT,These,these
NNS,NN,surveys,surveys
VBD,VB,set,set
DT,DT,the,the
NN,NN,stage,stage
IN,IN,for,for
NNS,NN,analyses,analyses
IN,IN,on,on
DT,DT,the,the
JJ,JJ,environmental,environmental
CC,CC,and,and
JJ,JJ,historical,historical
NNS,NN,correlates,correlates
IN,IN,of,of
NN,NN,diversity,diversity
JJ,JJ,Detailed,detailed
NNS,NN,explanations,explanations
IN,IN,of,of
DT,DT,the,the
NN,NN,heterogeneity,heterogeneity
VBD,VB,found,found
IN,IN,at,at
JJ,JJ,multiple,multiple
NNS,NN,scales,scales
VBP,VB,remain,remain
DT,DT,a,a
JJ,JJ,major,major
NN,NN,challenge,challenge
CD,CD,One,one
JJ,JJ,recent,recent
NN,NN,topic,topic
IN,IN,of,of
NN,NN,concern,concern
VBZ,VB,is,is
IN,IN,whether,whether
JJ,JJ,Neotropical,neotropical
NN,NN,biodiversity,biodiversity
NNS,NN,patterns,patterns
VBN,VB,documented,documented
NN,NN,today,today
VBP,VB,have,have
VBN,VB,resulted,resulted
IN,IN,from,from
RB,RB,purely,purely
JJ,JJ,natural,natural
VBZ,VB,processes,processes
CC,CC,or,or
VBP,VB,have,have
VBN,VB,been,been
RB,RB,largely,largely
VBN,VB,influenced,influenced
IN,IN,by,by
JJ,JJ,human,human
NNS,NN,activities,activities
NN,NN,Evidence,evidence
IN,IN,from,from
JJ,JJ,archaeological,archaeological
JJ,JJ,remote,remote
NN,NN,sensing,sensing
NN,NN,biodiversity,biodiversity
NNS,NN,data,data
CC,CC,and,and
VBG,VB,modeling,modeling
NNS,NN,approaches,approaches
VBP,VB,suggest,suggest
IN,IN,that,that
NNS,NN,humans,humans
MD,MD,may,may
VB,VB,have,have
VBD,VB,had,had
DT,DT,a,a
JJ,JJ,much,much
JJR,JJ,deeper,deeper
NN,NN,impact,impact
IN,IN,on,on
NNP,NN,Neotropical,neotropical
NN,NN,biodiversity,biodiversity
DT,DT,both,both
IN,IN,in,in
NN,NN,time,time
CC,CC,and,and
NN,NN,space,space
IN,IN,than,than
RB,RB,traditionally,traditionally
VBN,VB,conceived,conceived
DT,DT,The,the
JJ,JJ,multi-layer,multilayer
JJ,JJ,analytical,analytical
NN,NN,framework,framework
VBN,VB,developed,developed
IN,IN,by,by
JJ,JJ,recent,recent
JJ,JJ,eco-genetic,ecogenetic
NN,NN,research,research
VBD,VB,granted,granted
DT,DT,the,the
NN,NN,combination,combination
IN,IN,of,of
JJ,JJ,multiple,multiple
NNS,NN,data,data
NNS,NN,layers,layers
IN,IN,from,from
CD,CD,three,three
JJ,JJ,different,different
NN,NN,scale,scale
NNS,NN,dynamics,dynamics
JJ,JJ,local,local
NNS,NN,mechanisms,mechanisms
JJ,JJ,macro-evolutionary,macroevolutionary
NNS,NN,processes,processes
JJ,JJ,geographic,geographic
NNS,NN,patterns,patterns
DT,DT,The,the
NN,NN,synergy,synergy
IN,IN,of,of
DT,DT,those,those
NNS,NN,layers,layers
VBZ,VB,illustrates,illustrates
DT,DT,a,a
NN,NN,tripod,tripod
IN,IN,that,that
NNS,NN,gathers,gathers
JJ,JJ,ecological,ecological
JJ,JJ,evolutionary,evolutionary
CC,CC,and,and
JJ,JJ,biogeographical,biogeographical
NNS,NN,factors,factors
IN,IN,of,of
NNS,NN,populations,populations
NNS,NN,communities,communities
CC,CC,and,and
NNS,NN,meta-communities,metacommunities
RB,RB,respectively,respectively
VBG,VB,Detecting,detecting
JJ,JJ,ecological,ecological
NNS,NN,signals,signals
IN,IN,across,across
JJ,JJ,multi-layered,multilayered
NNS,NN,data,data
JJ,JJ,such,such
IN,IN,as,as
DT,DT,the,the
NN,NN,contribution,contribution
IN,IN,of,of
NNS,NN,mutualisms,mutualisms
IN,IN,in,in
JJ,JJ,biogeographic,biogeographic
NNS,NN,processes,processes
NN,NN,speciation,speciation
NN,NN,extinction,extinction
NN,NN,migration,migration
VBZ,VB,remains,remains
DT,DT,a,a
JJ,JJ,major,major
NN,NN,challenge,challenge
VBG,VB,Tackling,tackling
DT,DT,this,this
NN,NN,challenge,challenge
MD,MD,will,will
VB,VB,require,require
VBG,VB,linking,linking
JJ,JJ,spatio-temporal,spatiotemporal
NNS,NN,data,data
IN,IN,with,with
NNS,NN,models,models
WDT,WD,that,that
VBP,VB,detect,detect
JJ,JJ,common,common
NNS,NN,signatures,signatures
IN,IN,of,of
JJ,JJ,ecological,ecological
NNS,NN,interactions,interactions
IN,IN,across,across
NNS,NN,layers,layers
IN,IN,Although,although
JJ,JJ,recent,recent
JJ,JJ,theoretical,theoretical
NNS,NN,advances,advances
VBP,VB,have,have
VBN,VB,unveiled,unveiled
JJ,JJ,phylogenetic,phylogenetic
NNS,NN,signals,signals
IN,IN,from,from
NN,NN,community,community
NNS,NN,processes,processes
PRP,PR,we,we
VBP,VB,urge,urge
IN,IN,for,for
JJ,JJ,new,new
NNS,NN,models,models
WDT,WD,that,that
MD,MD,can,can
VB,VB,identify,identify
JJ,JJ,ecological,ecological
NN,NN,signal,signal
IN,IN,from,from
JJ,JJ,multiple,multiple
NNS,NN,layers,layers
DT,DT,The,the
NN,NN,exploration,exploration
IN,IN,of,of
JJ,JJ,ecological,ecological
NNS,NN,factors,factors
WDT,WD,that,that
VBP,VB,are,are
VBN,VB,associated,associated
TO,TO,to,to
JJ,JJ,positive,positive
CC,CC,and,and
JJ,JJ,negative,negative
NNS,NN,interactions,interactions
NN,NN,i.e.,ie
NN,NN,network,network
NN,NN,structure,structure
JJ,JJ,taxonomic,taxonomic
NNS,NN,associations,associations
MD,MD,might,might
VB,VB,reveal,reveal
JJ,JJ,important,important
NNS,NN,insights,insights
IN,IN,on,on
DT,DT,the,the
NNS,NN,dynamics,dynamics
CC,CC,and,and
NN,NN,complexity,complexity
IN,IN,of,of
JJ,JJ,ecological,ecological
NNS,NN,interactions,interactions
IN,IN,for,for
VBG,VB,producing,producing
CC,CC,and,and
VBG,VB,maintaining,maintaining
JJ,JJ,Neotropical,neotropical
NN,NN,biodiversity,biodiversity
CD,CD,One,one
JJ,JJ,important,important
NN,NN,shortcoming,shortcoming
IN,IN,of,of
JJ,JJ,molecular-based,molecularbased
JJ,JJ,biogeographical,biogeographical
NNS,NN,analyses,analyses
IN,IN,in,in
JJ,JJ,general,general
CC,CC,and,and
JJ,JJ,parametric,parametric
NNS,NN,models,models
IN,IN,of,of
NN,NN,range,range
NN,NN,evolution,evolution
IN,IN,in,in
JJ,JJ,particular,particular
VBZ,VB,is,is
DT,DT,the,the
NN,NN,fact,fact
IN,IN,that,that
PRP,PR,it,it
VBZ,VB,is,is
RB,RB,almost,almost
RB,RB,always,always
VBN,VB,based,based
IN,IN,on,on
JJ,JJ,extant,extant
NNS,NN,data,data
RB,RB,alone,alone
IN,IN,Because,because
IN,IN,of,of
DT,DT,the,the
NNS,NN,effects,effects
IN,IN,of,of
NN,NN,extinction,extinction
DT,DT,the,the
NN,NN,pattern,pattern
IN,IN,of,of
JJ,JJ,geographic,geographic
NN,NN,distribution,distribution
PRP,PR,we,we
VBP,VB,observe,observe
NN,NN,today,today
MD,MD,may,may
VB,VB,be,be
DT,DT,a,a
JJ,JJ,poor,poor
NN,NN,representation,representation
IN,IN,of,of
DT,DT,the,the
JJ,JJ,actual,actual
JJ,JJ,biogeographic,biogeographic
NN,NN,history,history
RB,RB,especially,especially
IN,IN,if,if
NN,NN,extinction,extinction
NNS,NN,rates,rates
VBP,VB,have,have
VBN,VB,been,been
JJ,JJ,unequal,unequal
IN,IN,among,among
NNS,NN,areas,areas
CC,CC,and,and
$,$,taxa,taxa
CD,CD,One,one
NN,NN,way,way
TO,TO,to,to
VB,VB,solve,solve
DT,DT,this,this
NN,NN,issue,issue
VBZ,VB,is,is
TO,TO,to,to
VB,VB,include,include
JJ,JJ,extinct,extinct
NNS,NN,lineages,lineages
IN,IN,in,in
JJ,JJ,biogeographic,biogeographic
NNS,NN,analyses,analyses
CC,CC,or,or
TO,TO,to,to
VB,VB,use,use
PRP$,PR,their,their
JJ,JJ,past,past
NN,NN,distribution,distribution
VBN,VB,inferred,inferred
IN,IN,from,from
DT,DT,the,the
NN,NN,fossil,fossil
NN,NN,record,record
TO,TO,to,to
VB,VB,constrain,constrain
NNS,NN,inferences,inferences
IN,IN,of,of
JJ,JJ,ancestral,ancestral
NNS,NN,ranges,ranges
DT,DT,This,this
NN,NN,approach,approach
VBZ,VB,has,has
RB,RB,often,often
VBN,VB,revealed,revealed
JJ,JJ,different,different
JJ,JJ,biogeographic,biogeographic
NNS,NN,histories,histories
IN,IN,for,for
DT,DT,the,the
NN,NN,study,study
NN,NN,group,group
IN,IN,as,as
VBN,VB,compared,compared
TO,TO,to,to
NNS,NN,analyses,analyses
VBN,VB,based,based
IN,IN,on,on
NN,NN,extant,extant
NNS,NN,data,data
RB,RB,only,only
DT,DT,A,a
JJ,JJ,recent,recent
NN,NN,development,development
VBZ,VB,is,is
DT,DT,the,the
NN,NN,development,development
IN,IN,of,of
DT,DT,the,the
JJ,JJ,dispersal-extinction-sampling,dispersalextinctionsampling
NN,NN,model,model
TO,TO,to,to
VB,VB,infer,infer
NNS,NN,rates,rates
IN,IN,of,of
NN,NN,dispersal,dispersal
CC,CC,and,and
NN,NN,area,area
NN,NN,extinction,extinction
RB,RB,exclusively,exclusively
IN,IN,from,from
VBN,VB,fossil,fossil
NNS,NN,data,data
IN,IN,Under,under
DT,DT,this,this
NN,NN,approach,approach
DT,DT,a,a
JJ,JJ,separate,separate
NN,NN,sampling,sampling
NN,NN,parameter,parameter
VBZ,VB,is,is
VBN,VB,used,used
TO,TO,to,to
VB,VB,account,account
IN,IN,for,for
DT,DT,the,the
NN,NN,unevenness,unevenness
IN,IN,of,of
DT,DT,the,the
NN,NN,fossil,fossil
NN,NN,record,record
DT,DT,both,both
RB,RB,spatially,spatially
CC,CC,and,and
RB,RB,temporally,temporally
WRB,WR,When,when
DT,DT,the,the
NN,NN,fossil,fossil
NN,NN,record,record
VBZ,VB,is,is
RB,RB,sufficiently,sufficiently
JJ,JJ,abundant,abundant
PRP,PR,it,it
VBZ,VB,provides,provides
RBR,RB,more,more
JJ,JJ,accurate,accurate
NNS,NN,measures,measures
IN,IN,of,of
NNS,NN,changes,changes
IN,IN,in,in
NNS,NN,rates,rates
IN,IN,of,of
JJ,JJ,geographic,geographic
NN,NN,evolution,evolution
CC,CC,and,and
JJR,JJ,less,less
JJ,JJ,biased,biased
NN,NN,extinction,extinction
NNS,NN,rates,rates
IN,IN,than,than
WRB,WR,when,when
RB,RB,exclusively,exclusively
JJ,JJ,extant,extant
NN,NN,taxa,taxa
VBP,VB,are,are
VBN,VB,used,used
DT,DT,Another,another
NN,NN,challenge,challenge
TO,TO,to,to
VBG,VB,understanding,understanding
JJ,JJ,current,current
NNS,NN,patterns,patterns
IN,IN,of,of
JJ,JJ,evolutionary,evolutionary
NN,NN,diversity,diversity
VBZ,VB,is,is
DT,DT,the,the
JJ,JJ,absolute,absolute
NN,NN,dating,dating
IN,IN,of,of
NNS,NN,phylogenies,phylogenies
WDT,WD,which,which
VBZ,VB,relies,relies
RB,RB,heavily,heavily
IN,IN,on,on
NNS,NN,fossils,fossils
DT,DT,This,this
NN,NN,shortcoming,shortcoming
VBZ,VB,complicates,complicates
DT,DT,a,a
JJ,JJ,detailed,detailed
NN,NN,understanding,understanding
IN,IN,of,of
DT,DT,the,the
NNS,NN,ages,ages
IN,IN,of,of
JJ,JJ,tropical,tropical
NN,NN,taxa,taxa
RB,RB,especially,especially
DT,DT,those,those
IN,IN,from,from
NNS,NN,rainforests,rainforests
NNP,NN,New,new
JJ,JJ,methodological,methodological
NNS,NN,developments,developments
TO,TO,to,to
RB,RB,directly,directly
VB,VB,integrate,integrate
NN,NN,fossil,fossil
JJ,JJ,extinct,extinct
VBZ,VB,lineages,lineages
IN,IN,into,into
JJ,JJ,phylogeny,phylogeny
NN,NN,reconstruction,reconstruction
VBP,VB,offer,offer
JJ,JJ,new,new
NN,NN,hope,hope
IN,IN,in,in
DT,DT,the,the
JJS,JJ,quest,quest
TO,TO,to,to
VB,VB,retrieve,retrieve
JJR,JJ,more,more
JJ,JJ,accurate,accurate
NNS,NN,depictions,depictions
IN,IN,of,of
JJ,JJ,evolutionary,evolutionary
NNS,NN,patterns,patterns
RB,RB,Finally,finally
VBG,VB,estimating,estimating
DT,DT,the,the
NN,NN,tempo,tempo
IN,IN,of,of
NN,NN,diversification,diversification
VBZ,VB,is,is
JJ,JJ,difficult,difficult
IN,IN,without,without
JJ,JJ,fossil,fossil
NNS,NN,constraints,constraints
IN,IN,In,in
JJ,JJ,simulated,simulated
NNS,NN,phylogenies,phylogenies
DT,DT,the,the
VBG,VB,resulting,resulting
NN,NN,shape,shape
IN,IN,of,of
JJ,JJ,lineage-through-time,lineagethroughtime
NNS,NN,plots,plots
VBP,VB,vary,vary
RB,RB,significantly,significantly
WRB,WR,when,when
DT,DT,the,the
NN,NN,fossil,fossil
NN,NN,record,record
VBZ,VB,is,is
VBN,VB,added,added
IN,IN,as,as
VBN,VB,compared,compared
TO,TO,to,to
NNS,NN,phylogenies,phylogenies
WDT,WD,that,that
VBP,VB,incorporate,incorporate
JJ,JJ,extant,extant
NN,NN,taxa,taxa
RB,RB,exclusively,exclusively
DT,DT,The,the
JJ,JJ,inferred,inferred
JJ,JJ,macroevolutionary,macroevolutionary
NNS,NN,dynamics,dynamics
VBN,VB,estimated,estimated
IN,IN,from,from
JJ,JJ,molecular,molecular
NNS,NN,phylogenies,phylogenies
MD,MD,may,may
RB,RB,thus,thus
VB,VB,be,be
VBG,VB,misleading,misleading
IN,IN,if,if
JJ,JJ,fossil,fossil
NN,NN,taxa,taxa
VBP,VB,are,are
VBN,VB,neglected,neglected
CC,CC,or,or
WRB,WR,when,when
JJ,JJ,macroevolutionary,macroevolutionary
NNS,NN,tools,tools
VBP,VB,do,do
RB,RB,not,not
VB,VB,acknowledge,acknowledge
DT,DT,the,the
JJ,JJ,rare,rare
NN,NN,sampling,sampling
IN,IN,of,of
JJ,JJ,fossil,fossil
NNS,NN,lineages,lineages
RB,RB,Clearly,clearly
NNS,NN,fossils,fossils
VBP,VB,are,are
JJ,JJ,crucial,crucial
TO,TO,to,to
RB,RB,not,not
RB,RB,only,only
VB,VB,understand,understand
IN,IN,past,past
NNS,NN,dynamics,dynamics
CC,CC,but,but
RB,RB,also,also
IN,IN,for,for
DT,DT,an,an
JJ,JJ,improved,improved
NN,NN,understanding,understanding
IN,IN,of,of
JJ,JJ,current,current
NNS,NN,patterns,patterns
PRP,PR,We,we
VBP,VB,therefore,therefore
JJ,JJ,urge,urge
IN,IN,for,for
DT,DT,a,a
JJ,JJ,much,much
JJR,JJ,tighter,tighter
NN,NN,integration,integration
IN,IN,between,between
DT,DT,the,the
JJ,JJ,palaeontological,palaeontological
CC,CC,and,and
JJ,JJ,neontological,neontological
NN,NN,research,research
NNS,NN,communities,communities
IN,IN,in,in
DT,DT,the,the
NNPS,NN,Neotropics,neotropics
DT,DT,A,a
JJ,JJ,potential,potential
NN,NN,problem,problem
IN,IN,with,with
JJ,JJ,single,single
NN,NN,clade,clade
CC,CC,and,and
JJ,JJ,cross-taxonomic,crosstaxonomic
JJ,JJ,biogeographic,biogeographic
NNS,NN,analyses,analyses
IN,IN,as,as
VBN,VB,discussed,discussed
NN,NN,above,above
VBZ,VB,is,is
IN,IN,that,that
NNS,NN,areas,areas
VBP,VB,are,are
VBN,VB,treated,treated
IN,IN,as,as
NNS,NN,traits,traits
IN,IN,of,of
NNS,NN,organisms,organisms
VBG,VB,evolving,evolving
RB,RB,along,along
JJ,JJ,phylogenetic,phylogenetic
NNS,NN,trees,trees
